Date,Open,High,Low,Close,Adj Close,Volume
2023-03-17,11696.339844,11773.110352,11562.629883,11630.509766,11630.509766,7903090000.0
2023-03-18,11669.023112,11747.256836333334,11558.650065333333,11645.519857,11645.519857,6925603333.333333
2023-03-19,11641.70638,11721.403320666666,11554.670247666667,11660.529948,11660.529948,5948116666.666667
2023-03-20,11614.389648,11695.549805,11550.69043,11675.540039,11675.540039,4970630000.0
2023-03-21,11764.790039,11879.160156,11724.910156,11860.110352,11860.110352,4829870000.0
2023-03-22,11857.5,12013.990234,11666.849609,11669.959961,11669.959961,4981590000.0
2023-03-23,11811.320313,11962.69043,11684.519531,11787.400391,11787.400391,4917460000.0
2023-03-24,11747.620117,11826.230469,11670.669922,11823.959961,11823.959961,4363650000.0
2023-03-25,11787.926757666666,11851.890299666667,11693.463216333334,11805.586588666667,11805.586588666667,4352540000.0
2023-03-26,11828.233398333334,11877.550130333333,11716.256510666666,11787.213216333334,11787.213216333334,4341430000.0
2023-03-27,11868.540039,11903.209961,11739.049805,11768.839844,11768.839844,4330320000.0
2023-03-28,11752.759766,11752.759766,11635.030273,11716.080078,11716.080078,4036910000.0
2023-03-29,11855.589844,11941.599609,11823.349609,11926.240234,11926.240234,4493540000.0
2023-03-30,12010.450195,12044.790039,11953.370117,12013.469727,12013.469727,4738880000.0
2023-03-31,12031.540039,12227.929688,12030.44043,12221.910156,12221.910156,5521150000.0
2023-04-01,12069.723307333334,12217.39974,12049.133463666667,12211.090169,12211.090169,5286246666.666667
2023-04-02,12107.906575666666,12206.869792,12067.826497333333,12200.270182,12200.270182,5051343333.333333
2023-04-03,12146.089844,12196.339844,12086.519531,12189.450195,12189.450195,4816440000.0
2023-04-04,12208.490234,12224.679688,12081.80957,12126.330078,12126.330078,4298760000.0
2023-04-05,12081.759766,12086.75,11931.849609,11996.860352,11996.860352,4378590000.0
2023-04-06,11939.080078,12098.5,11898.360352,12087.959961,12087.959961,3862800000.0
2023-04-07,11948.09252925,12095.11254875,11904.82031275,12087.060058750001,12087.060058750001,3980617500.0
2023-04-08,11957.1049805,12091.725097499999,11911.2802735,12086.1601565,12086.1601565,4098435000.0
2023-04-09,11966.11743175,12088.33764625,11917.740234249999,12085.260254249999,12085.260254249999,4216252500.0
2023-04-10,11975.129883,12084.950195,11924.200195,12084.360352,12084.360352,4334070000.0
2023-04-11,12080.240234,12091.269531,12011.400391,12031.879883,12031.879883,4676960000.0
2023-04-12,12110.870117,12134.5,11916.540039,11929.339844,11929.339844,4909770000.0
2023-04-13,11997.419922,12178.799805,11995.94043,12166.269531,12166.269531,4942990000.0
2023-04-14,12117.910156,12205.719727,12026.549805,12123.469727,12123.469727,4655740000.0
2023-04-15,12114.683593666667,12190.152995,12039.066406333333,12134.886393666666,12134.886393666666,4711553333.333333
2023-04-16,12111.457031333333,12174.586263,12051.583007666668,12146.303060333334,12146.303060333334,4767366666.666667
2023-04-17,12108.230469,12159.019531,12064.099609,12157.719727,12157.719727,4823180000.0
2023-04-18,12234.55957,12245.429688,12110.230469,12153.410156,12153.410156,4851810000.0
2023-04-19,12063.679688,12191.099609,12060.169922,12157.230469,12157.230469,4972700000.0
2023-04-20,12039.080078,12155.959961,12011.950195,12059.55957,12059.55957,4590530000.0
2023-04-21,12046.030273,12097.150391,11986.820313,12072.459961,12072.459961,4868050000.0
2023-04-22,12048.510091,12099.29362,11977.980143666668,12060.706705666667,12060.706705666667,4863383333.333333
2023-04-23,12050.989909,12101.436849,11969.139974333333,12048.953450333333,12048.953450333333,4858716666.666667
2023-04-24,12053.469727,12103.580078,11960.299805,12037.200195,12037.200195,4854050000.0
2023-04-25,11968.80957,11990.459961,11798.769531,11799.160156,11799.160156,4806020000.0
2023-04-26,11913.230469,11967.990234,11833.070313,11854.349609,11854.349609,5281970000.0
2023-04-27,11972.150391,12154.009766,11950.919922,12142.240234,12142.240234,5253710000.0
2023-04-28,12117.540039,12227.719727,12082.570313,12226.580078,12226.580078,5331380000.0
2023-04-29,12148.376627666667,12238.919922333333,12115.406901333334,12221.919921666668,12221.919921666668,5277063333.333333
2023-04-30,12179.213216333334,12250.120117666667,12148.243489666667,12217.259765333334,12217.259765333334,5222746666.666667
2023-05-01,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000.0
2023-05-02,12198.019531,12206.580078,12015.230469,12080.509766,12080.509766,5501410000.0
2023-05-03,12097.040039,12212.549805,12022.459961,12025.330078,12025.330078,5782160000.0
2023-05-04,11997.339844,12033.150391,11925.370117,11966.400391,11966.400391,4745780000.0
2023-05-05,12073.030273,12264.830078,12065.719727,12235.410156,12235.410156,4574790000.0
2023-05-06,12125.913411333333,12264.883463333334,12103.233073333333,12242.580077999999,12242.580077999999,4455313333.333333
2023-05-07,12178.796549666667,12264.936848666668,12140.746419666666,12249.75,12249.75,4335836666.666667
2023-05-08,12231.679688,12264.990234,12178.259766,12256.919922,12256.919922,4216360000.0
2023-05-09,12195.780273,12216.129883,12174.05957,12179.549805,12179.549805,4126780000.0
2023-05-10,12286.660156,12337.69043,12180.860352,12306.44043,12306.44043,4948260000.0
2023-05-11,12321.259766,12347.379883,12255.44043,12328.509766,12328.509766,4489490000.0
2023-05-12,12350.519531,12364.650391,12209.580078,12284.740234,12284.740234,4170000000.0
2023-05-13,12334.069661333333,12368.567057666665,12227.503255000001,12311.563476333335,12311.563476333335,4106430000.0
2023-05-14,12317.619791666666,12372.483724333333,12245.426432,12338.386718666667,12338.386718666667,4042860000.0
2023-05-15,12301.169922,12376.400391,12263.349609,12365.209961,12365.209961,3979290000.0
2023-05-16,12327.049805,12403.80957,12324.519531,12343.049805,12343.049805,4067510000.0
2023-05-17,12388.580078,12514.070313,12335.019531,12500.570313,12500.570313,4501820000.0
2023-05-18,12513.870117,12698.5,12512.259766,12688.839844,12688.839844,4532890000.0
2023-05-19,12709.459961,12731.730469,12624.05957,12657.900391,12657.900391,3935780000.0
2023-05-20,12694.453450666668,12739.897135666666,12634.459635333333,12678.860351666666,12678.860351666666,4050160000.0
2023-05-21,12679.446940333333,12748.063802333334,12644.859700666666,12699.820312333333,12699.820312333333,4164540000.0
2023-05-22,12664.44043,12756.230469,12655.259766,12720.780273,12720.780273,4278920000.0
2023-05-23,12652.879883,12709.740234,12554.429688,12560.25,12560.25,4347440000.0
2023-05-24,12481.889648,12529.629883,12415.849609,12484.160156,12484.160156,4088270000.0
2023-05-25,12706.44043,12736.919922,12604.889648,12698.089844,12698.089844,4651640000.0
2023-05-26,12736.419922,13001.910156,12729.740234,12975.69043,12975.69043,4434070000.0
2023-05-27,12829.58984375,13040.00512675,12789.335204750001,12986.125244500001,12986.125244500001,4536420000.0
2023-05-28,12922.759765499999,13078.100097499999,12848.930175500001,12996.560059,12996.560059,4638770000.0
2023-05-29,13015.92968725,13116.19506825,12908.52514625,13006.9948735,13006.9948735,4741120000.0
2023-05-30,13109.099609,13154.290039,12968.120117,13017.429688,13017.429688,4843470000.0
2023-05-31,12968.379883,13029.080078,12889.370117,12935.290039,12935.290039,5905760000.0
2023-06-01,12944.459961,13141.830078,12903.629883,13100.980469,13100.980469,4610310000.0
2023-06-02,13190.480469,13256.209961,13125.860352,13240.769531,13240.769531,4426760000.0
2023-06-03,13206.480469,13281.023437666667,13148.890299666666,13236.989583333334,13236.989583333334,4399266666.666667
2023-06-04,13222.480469,13305.836914333333,13171.920247333333,13233.209635666666,13233.209635666666,4371773333.333333
2023-06-05,13238.480469,13330.650391,13194.950195,13229.429688,13229.429688,4344280000.0
2023-06-06,13199.589844,13306.209961,13165.650391,13276.419922,13276.419922,4810910000.0
2023-06-07,13295.259766,13361.900391,13089.480469,13104.900391,13104.900391,5270600000.0
2023-06-08,13113.269531,13248.599609,13101.179688,13238.519531,13238.519531,4280160000.0
2023-06-09,13312.389648,13385.950195,13229.330078,13259.139648,13259.139648,4412710000.0
2023-06-10,13317.049804333334,13412.603515333332,13253.746744666667,13326.733072666666,13326.733072666666,4516033333.333333
2023-06-11,13321.709960666667,13439.256835666667,13278.163411333335,13394.326497333333,13394.326497333333,4619356666.666667
2023-06-12,13326.370117,13465.910156,13302.580078,13461.919922,13461.919922,4722680000.0
2023-06-13,13566.530273,13594.400391,13473.19043,13573.320313,13573.320313,5522100000.0
2023-06-14,13570.55957,13661.740234,13455.990234,13626.480469,13626.480469,5772550000.0
2023-06-15,13572.879883,13828.169922,13561.370117,13782.820313,13782.820313,5667520000.0
2023-06-16,13859.070313,13864.05957,13680.950195,13689.570313,13689.570313,8076530000.0
2023-06-17,13804.8752445,13825.8395995,13651.172607249999,13684.0002445,13684.0002445,7366825000.0
2023-06-18,13750.680176,13787.619629,13621.3950195,13678.430176,13678.430176,6657120000.0
2023-06-19,13696.4851075,13749.3996585,13591.61743175,13672.8601075,13672.8601075,5947415000.0
2023-06-20,13642.290039,13711.179688,13561.839844,13667.290039,13667.290039,5237710000.0
2023-06-21,13620.870117,13638.570313,13460.94043,13502.200195,13502.200195,5194640000.0
2023-06-22,13443.410156,13631.849609,13441.55957,13630.610352,13630.610352,4499550000.0
2023-06-23,13484.099609,13572.19043,13442.650391,13492.519531,13492.519531,7734500000.0
2023-06-24,13478.979817333335,13572.650391000001,13406.573568,13440.273111666667,13440.273111666667,6633200000.0
2023-06-25,13473.860025666667,13573.110352,13370.496744999999,13388.026692333333,13388.026692333333,5531900000.0
2023-06-26,13468.740234,13573.570313,13334.419922,13335.780273,13335.780273,4430600000.0
2023-06-27,13389.25,13578.799805,13366.969727,13555.669922,13555.669922,5053660000.0
2023-06-28,13506.019531,13654.139648,13495.730469,13591.75,13591.75,4533270000.0
2023-06-29,13592.360352,13618.530273,13540.259766,13591.330078,13591.330078,4388140000.0
2023-06-30,13719.980469,13816.679688,13716.160156,13787.919922,13787.919922,4661120000.0
2023-07-01,13746.220377666667,13824.14974,13735.243489333334,13797.536458333332,13797.536458333332,4074846666.6666665
2023-07-02,13772.460286333333,13831.619792,13754.326822666666,13807.152994666667,13807.152994666667,3488573333.333333
2023-07-03,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000.0
2023-07-04,13785.399902000001,13841.794922000001,13768.830077999999,13804.209961,13804.209961,4120820000.0
2023-07-05,13772.099609,13844.5,13764.25,13791.650391,13791.650391,5339340000.0
2023-07-06,13653.169922,13689.519531,13567.25,13679.040039,13679.040039,6113080000.0
2023-07-07,13668.070313,13804.509766,13656.730469,13660.719727,13660.719727,5098120000.0
2023-07-08,13660.503581,13767.143229333333,13632.777018333334,13668.973307666667,13668.973307666667,5157210000.0
2023-07-09,13652.936849,13729.776692666666,13608.823567666666,13677.226888333333,13677.226888333333,5216300000.0
2023-07-10,13645.370117,13692.410156,13584.870117,13685.480469,13685.480469,5275390000.0
2023-07-11,13709.80957,13774.830078,13643.320313,13760.700195,13760.700195,4840950000.0
2023-07-12,13915.639648,13963.450195,13842.129883,13918.959961,13918.959961,5230620000.0
2023-07-13,14021.150391,14163.799805,14012.240234,14138.570313,14138.570313,5183560000.0
2023-07-14,14166.660156,14232.110352,14081.959961,14113.700195,14113.700195,5366890000.0
2023-07-15,14161.080077999999,14246.210286666666,14100.643229333333,14157.450195,14157.450195,5108980000.0
2023-07-16,14155.5,14260.310221333333,14119.326497666667,14201.200195,14201.200195,4851070000.0
2023-07-17,14149.919922,14274.410156,14138.009766,14244.950195,14244.950195,4593160000.0
2023-07-18,14212.25,14396.69043,14176.110352,14353.639648,14353.639648,4824070000.0
2023-07-19,14398.530273,14446.549805,14317.089844,14358.019531,14358.019531,5112420000.0
2023-07-20,14273.290039,14309.919922,14030.620117,14063.30957,14063.30957,5128020000.0
2023-07-21,14148.179688,14179.009766,14020.450195,14032.80957,14032.80957,5254180000.0
2023-07-22,14125.996419666666,14156.056641,14012.676757666666,14041.496419,14041.496419,4863810000.0
2023-07-23,14103.813151333334,14133.103516,14004.903320333333,14050.183268,14050.183268,4473440000.0
2023-07-24,14081.629883,14110.150391,13997.129883,14058.870117,14058.870117,4083070000.0
2023-07-25,14093.240234,14201.910156,14092.519531,14144.55957,14144.55957,3812470000.0
2023-07-26,14123.519531,14187.349609,14041.950195,14127.280273,14127.280273,4322000000.0
2023-07-27,14319.160156,14360.200195,14006.929688,14050.110352,14050.110352,5115840000.0
2023-07-28,14199.830078,14344.349609,14188.099609,14316.660156,14316.660156,4453520000.0
2023-07-29,14245.853515666668,14353.203124666667,14222.983072666668,14326.446614333334,14326.446614333334,4613826666.666667
2023-07-30,14291.876953333332,14362.056640333334,14257.866536333333,14336.233072666666,14336.233072666666,4774133333.333333
2023-07-31,14337.900391,14370.910156,14292.75,14346.019531,14346.019531,4934440000.0
2023-08-01,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000.0
2023-08-02,14132.730469,14133.849609,13914.80957,13973.450195,13973.450195,5481960000.0
2023-08-03,13899.759766,14032.280273,13881.349609,13959.719727,13959.719727,6036970000.0
2023-08-04,14025.959961,14119.219727,13897.929688,13909.240234,13909.240234,5349450000.0
2023-08-05,14008.123372333333,14078.529948333333,13886.926432666667,13937.626953,13937.626953,5197076666.666667
2023-08-06,13990.286783666666,14037.840169666666,13875.923177333332,13966.013672,13966.013672,5044703333.333333
2023-08-07,13972.450195,13997.150391,13864.919922,13994.400391,13994.400391,4892330000.0
2023-08-08,13875.450195,13899.740234,13769.339844,13884.320313,13884.320313,5284550000.0
2023-08-09,13897.610352,13898.540039,13698.389648,13722.019531,13722.019531,5591360000.0
2023-08-10,13818.25,13947.160156,13686.509766,13737.990234,13737.990234,5299080000.0
2023-08-11,13633.650391,13720.330078,13609.980469,13644.849609,13644.849609,4638880000.0
2023-08-12,13622.100260666666,13743.273437333333,13600.817057333334,13692.676432,13692.676432,4516593333.333333
2023-08-13,13610.550130333333,13766.216796666668,13591.653645666667,13740.503255000001,13740.503255000001,4394306666.666667
2023-08-14,13599.0,13789.160156,13582.490234,13788.330078,13788.330078,4272020000.0
2023-08-15,13760.480469,13774.980469,13611.94043,13631.049805,13631.049805,4473320000.0
2023-08-16,13593.169922,13644.320313,13473.030273,13474.629883,13474.629883,6243760000.0
2023-08-17,13527.299805,13535.089844,13303.450195,13316.929688,13316.929688,5280180000.0
2023-08-18,13190.019531,13335.870117,13161.759766,13290.780273,13290.780273,4801910000.0
2023-08-19,13242.432942666666,13396.200195333333,13216.369792,13359.716796666668,13359.716796666668,4655630000.0
2023-08-20,13294.846354333333,13456.530273666667,13270.979818,13428.653320333333,13428.653320333333,4509350000.0
2023-08-21,13347.259766,13516.860352,13325.589844,13497.589844,13497.589844,4363070000.0
2023-08-22,13593.950195,13598.769531,13484.379883,13505.870117,13505.870117,4282430000.0
2023-08-23,13532.429688,13757.0,13532.429688,13721.030273,13721.030273,4127850000.0
2023-08-24,13834.30957,13834.69043,13462.839844,13463.969727,13463.969727,4383820000.0
2023-08-25,13514.370117,13633.419922,13376.349609,13590.650391,13590.650391,3970060000.0
2023-08-26,13574.700195333333,13667.606770999999,13459.779622,13628.810221666667,13628.810221666667,3868933333.3333335
2023-08-27,13635.030273666667,13701.79362,13543.209635000001,13666.970052333332,13666.970052333332,3767806666.6666665
2023-08-28,13695.360352,13735.980469,13626.639648,13705.129883,13705.129883,3666680000.0
2023-08-29,13687.230469,13959.80957,13677.05957,13943.759766,13943.759766,4748180000.0
2023-08-30,13961.769531,14050.820313,13924.200195,14019.30957,14019.30957,4364600000.0
2023-08-31,14041.540039,14114.669922,14010.480469,14034.969727,14034.969727,4568610000.0
2023-09-01,14129.959961,14149.620117,13982.419922,14031.80957,14031.80957,4033960000.0
2023-09-02,14096.1049805,14127.42749,13973.22753925,14029.09472625,14029.09472625,4120417500.0
2023-09-03,14062.25,14105.234863000001,13964.035156499998,14026.3798825,14026.3798825,4206875000.0
2023-09-04,14028.3950195,14083.042236000001,13954.842773749999,14023.66503875,14023.66503875,4293332500.0
2023-09-05,13994.540039,14060.849609,13945.650391,14020.950195,14020.950195,4379790000.0
2023-09-06,13988.80957,14001.950195,13802.419922,13872.469727,13872.469727,4215320000.0
2023-09-07,13675.110352,13774.629883,13642.469727,13748.830078,13748.830078,4320830000.0
2023-09-08,13754.709961,13843.370117,13733.179688,13761.530273,13761.530273,4160360000.0
2023-09-09,13797.816731666668,13874.736653666667,13757.163086333334,13813.650064666666,13813.650064666666,4286530000.0
2023-09-10,13840.923502333333,13906.103190333333,13781.146484666666,13865.769856333334,13865.769856333334,4412700000.0
2023-09-11,13884.030273,13937.469727,13805.129883,13917.889648,13917.889648,4538870000.0
2023-09-12,13858.94043,13913.599609,13763.69043,13773.610352,13773.610352,4595490000.0
2023-09-13,13773.669922,13868.570313,13733.820313,13813.589844,13813.589844,4840310000.0
2023-09-14,13889.759766,13957.570313,13810.660156,13926.049805,13926.049805,4649010000.0
2023-09-15,13889.200195,13895.75,13684.240234,13708.330078,13708.330078,8162210000.0
2023-09-16,13816.120117,13847.593424333334,13677.313476333335,13708.966796666668,13708.966796666668,7060100000.0
2023-09-17,13743.040039,13799.436848666666,13670.386718666667,13709.603515333334,13709.603515333334,5957990000.0
2023-09-18,13669.959961,13751.280273,13663.459961,13710.240234,13710.240234,4855880000.0
2023-09-19,13649.44043,13705.150391,13578.870117,13678.19043,13678.19043,4453460000.0
2023-09-20,13710.259766,13727.80957,13467.280273,13469.129883,13469.129883,4782440000.0
2023-09-21,13328.05957,13362.230469,13222.55957,13223.980469,13223.980469,5014890000.0
2023-09-22,13287.169922,13353.219727,13200.639648,13211.80957,13211.80957,4302700000.0
2023-09-23,13248.959960999999,13328.089844,13177.759765333334,13231.646484333332,13231.646484333332,4235230000.0
2023-09-24,13210.75,13302.959961,13154.879882666666,13251.483398666667,13251.483398666667,4167760000.0
2023-09-25,13172.540039,13277.830078,13132.0,13271.320313,13271.320313,4100290000.0
2023-09-26,13180.959961,13199.129883,13033.400391,13063.610352,13063.610352,4693540000.0
2023-09-27,13115.360352,13156.370117,12963.160156,13092.849609,13092.849609,4841410000.0
2023-09-28,13043.370117,13270.969727,13025.110352,13201.280273,13201.280273,4648390000.0
2023-09-29,13337.709961,13382.980469,13177.089844,13219.320313,13219.320313,5138500000.0
2023-09-30,13297.800130333333,13376.663737,13186.086588666667,13248.803385666666,13248.803385666666,4943900000.0
2023-10-01,13257.890299666667,13370.347005,13195.083333333334,13278.286458333334,13278.286458333334,4749300000.0
2023-10-02,13217.980469,13364.030273,13204.080078,13307.769531,13307.769531,4554700000.0
